Unknown command: 'runsererr'. Did you mean runserver?
Type 'manage.py help' for usage.
Watching for file changes with StatReloader
Watching for file changes with StatReloader
[14/Aug/2022 14:28:30] "GET / HTTP/1.1" 200 6008
[14/Aug/2022 14:29:25] "GET / HTTP/1.1" 200 6019
[14/Aug/2022 14:30:28] "GET / HTTP/1.1" 200 6028
[14/Aug/2022 14:30:39] "GET / HTTP/1.1" 200 6033
[14/Aug/2022 14:30:39] "GET / HTTP/1.1" 200 6033
[14/Aug/2022 14:30:47] "GET / HTTP/1.1" 200 6034
[14/Aug/2022 14:31:14] "GET / HTTP/1.1" 200 5988
[14/Aug/2022 14:32:09] "GET / HTTP/1.1" 200 6059
[14/Aug/2022 14:32:28] "GET / HTTP/1.1" 200 6066
[14/Aug/2022 14:32:45] "GET / HTTP/1.1" 200 6027
[14/Aug/2022 14:32:46] "GET / HTTP/1.1" 200 6027
[14/Aug/2022 14:33:30] "GET / HTTP/1.1" 200 6037
[14/Aug/2022 14:33:31] "GET / HTTP/1.1" 200 6037
[14/Aug/2022 14:33:37] "GET / HTTP/1.1" 200 6032
[14/Aug/2022 14:33:56] "GET / HTTP/1.1" 200 6032
[14/Aug/2022 14:33:57] "GET / HTTP/1.1" 200 6032
[14/Aug/2022 14:34:02] "GET / HTTP/1.1" 200 6032
[14/Aug/2022 14:35:19] "GET / HTTP/1.1" 200 5926
[14/Aug/2022 14:36:36] "GET / HTTP/1.1" 200 5986
[14/Aug/2022 14:36:51] "GET / HTTP/1.1" 200 5986
[14/Aug/2022 14:36:59] "GET / HTTP/1.1" 200 5986
[14/Aug/2022 14:37:44] "GET / HTTP/1.1" 200 5986
[14/Aug/2022 14:38:22] "GET / HTTP/1.1" 200 5998
[14/Aug/2022 14:38:30] "GET / HTTP/1.1" 200 5998
[14/Aug/2022 14:38:40] "GET / HTTP/1.1" 200 5998
[14/Aug/2022 14:38:48] "GET / HTTP/1.1" 200 5998
[14/Aug/2022 14:38:55] "GET / HTTP/1.1" 200 5999
[14/Aug/2022 14:39:27] "GET / HTTP/1.1" 200 6018
[14/Aug/2022 14:39:54] "GET / HTTP/1.1" 200 6039
[14/Aug/2022 14:40:52] "GET / HTTP/1.1" 200 6038
[14/Aug/2022 14:40:58] "GET / HTTP/1.1" 200 6039
[14/Aug/2022 14:41:11] "GET / HTTP/1.1" 200 6038
[14/Aug/2022 14:41:11] "GET / HTTP/1.1" 200 6038
[14/Aug/2022 14:41:22] "GET / HTTP/1.1" 200 6037
[14/Aug/2022 14:41:51] "GET / HTTP/1.1" 200 6047
[14/Aug/2022 14:42:11] "GET / HTTP/1.1" 200 6047
[14/Aug/2022 14:42:18] "GET / HTTP/1.1" 200 6047
[14/Aug/2022 14:42:34] "GET / HTTP/1.1" 200 6047
[14/Aug/2022 14:42:44] "GET / HTTP/1.1" 200 6048
[14/Aug/2022 14:42:51] "GET / HTTP/1.1" 200 6048
[14/Aug/2022 14:43:13] "GET / HTTP/1.1" 200 6060
[14/Aug/2022 14:43:33] "GET /download/ HTTP/1.1" 200 3334
[14/Aug/2022 14:43:34] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[14/Aug/2022 14:43:35] "GET / HTTP/1.1" 200 6060
[14/Aug/2022 14:43:37] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[14/Aug/2022 14:43:39] "GET / HTTP/1.1" 200 6060
[14/Aug/2022 14:44:07] "GET / HTTP/1.1" 200 6078
[14/Aug/2022 14:44:20] "GET / HTTP/1.1" 200 6078
[14/Aug/2022 14:44:21] "GET / HTTP/1.1" 200 6078
[14/Aug/2022 14:44:30] "GET / HTTP/1.1" 200 6060
[14/Aug/2022 14:44:39] "GET / HTTP/1.1" 200 6055
[14/Aug/2022 14:44:53] "GET / HTTP/1.1" 200 6055
[14/Aug/2022 14:45:10] "GET / HTTP/1.1" 200 6056
[14/Aug/2022 14:45:19] "GET / HTTP/1.1" 200 6055
[14/Aug/2022 14:45:40] "GET / HTTP/1.1" 200 6055
[14/Aug/2022 14:45:54] "GET / HTTP/1.1" 200 6055
[14/Aug/2022 14:46:20] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:48:03] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:49:52] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:49:52] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:49:53] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:50:02] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:50:29] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:50:35] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:51:07] "GET /common/login/ HTTP/1.1" 200 2935
[14/Aug/2022 14:51:09] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:51:11] "GET /download/ HTTP/1.1" 200 3334
[14/Aug/2022 14:51:13] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[14/Aug/2022 14:51:16] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:51:20] "GET /jhpy/notice/7/ HTTP/1.1" 200 3124
[14/Aug/2022 14:51:26] "GET /jhpy/notice/7/ HTTP/1.1" 200 3124
[14/Aug/2022 14:52:03] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:52:11] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[14/Aug/2022 14:52:12] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:52:23] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[14/Aug/2022 14:52:25] "GET /download/ HTTP/1.1" 200 3334
[14/Aug/2022 14:52:26] "GET / HTTP/1.1" 200 6087
[14/Aug/2022 14:54:30] "GET / HTTP/1.1" 200 5974
[14/Aug/2022 14:54:31] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
[14/Aug/2022 14:54:31] "GET /static/style.css HTTP/1.1" 200 0
[14/Aug/2022 14:54:31] "GET /static/bootstrap.min.js HTTP/1.1" 200 59219
Not Found: /favicon.ico
[14/Aug/2022 14:54:31] "GET /favicon.ico HTTP/1.1" 404 2822
[14/Aug/2022 14:54:59] "GET /download/ HTTP/1.1" 200 3221
[14/Aug/2022 14:55:02] "GET /jhpy/qna/ HTTP/1.1" 200 6386
[14/Aug/2022 14:55:08] "GET / HTTP/1.1" 200 5974
[15/Aug/2022 10:09:46] "GET / HTTP/1.1" 200 6087
[15/Aug/2022 10:09:46] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
[15/Aug/2022 10:09:46] "GET /static/bootstrap.min.js HTTP/1.1" 200 59219
[15/Aug/2022 10:09:46] "GET /static/style.css HTTP/1.1" 200 0
Not Found: /favicon.ico
[15/Aug/2022 10:09:46] "GET /favicon.ico HTTP/1.1" 404 2822
[15/Aug/2022 10:09:48] "GET / HTTP/1.1" 200 6087
[15/Aug/2022 10:15:03] "GET / HTTP/1.1" 200 6087
[15/Aug/2022 10:15:10] "GET /download/ HTTP/1.1" 200 3334
[15/Aug/2022 10:15:11] "GET /download/ HTTP/1.1" 200 3334
[15/Aug/2022 10:15:14] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[15/Aug/2022 10:15:15] "GET /download/ HTTP/1.1" 200 3334
[15/Aug/2022 10:15:16] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[15/Aug/2022 10:35:47] "GET /common/login/ HTTP/1.1" 200 2935
[15/Aug/2022 10:35:50] "GET /common/login/ HTTP/1.1" 200 2935
[15/Aug/2022 10:37:34] "POST /common/login/ HTTP/1.1" 302 0
[15/Aug/2022 10:37:34] "GET / HTTP/1.1" 200 5974
[15/Aug/2022 10:37:37] "GET / HTTP/1.1" 200 6087
[15/Aug/2022 10:37:40] "GET /download/ HTTP/1.1" 200 3221
[15/Aug/2022 10:37:41] "GET / HTTP/1.1" 200 6087
[15/Aug/2022 10:37:42] "GET /jhpy/qna/ HTTP/1.1" 200 6386
[15/Aug/2022 10:37:42] "GET /download/ HTTP/1.1" 200 3334
[15/Aug/2022 10:37:43] "GET /jhpy/qna/ HTTP/1.1" 200 6499
[15/Aug/2022 10:37:53] "GET / HTTP/1.1" 200 5974
[15/Aug/2022 10:40:48] "GET /jhpy/qna/ HTTP/1.1" 200 6386
[15/Aug/2022 10:42:46] "GET /jhpy/qna/ HTTP/1.1" 200 6534
[15/Aug/2022 10:42:48] "GET /jhpy/qna/ HTTP/1.1" 200 6647
[15/Aug/2022 10:43:43] "GET /jhpy/qna/ HTTP/1.1" 200 6580
[15/Aug/2022 10:43:58] "GET /jhpy/qna/ HTTP/1.1" 200 6593
[15/Aug/2022 10:43:59] "GET /jhpy/qna/ HTTP/1.1" 200 6593
[15/Aug/2022 10:44:29] "GET /jhpy/qna/ HTTP/1.1" 200 6651
[15/Aug/2022 10:45:10] "GET /jhpy/qna/ HTTP/1.1" 200 6653
[15/Aug/2022 10:45:21] "GET /jhpy/qna/ HTTP/1.1" 200 6653
[15/Aug/2022 10:46:43] "GET /jhpy/qna/ HTTP/1.1" 200 6644
[15/Aug/2022 10:47:20] "GET /jhpy/qna/ HTTP/1.1" 200 6643
[15/Aug/2022 10:49:11] "GET /jhpy/qna/ HTTP/1.1" 200 6649
[15/Aug/2022 10:49:12] "GET /jhpy/qna/ HTTP/1.1" 200 6649
[15/Aug/2022 10:49:13] "GET /jhpy/qna/ HTTP/1.1" 200 6762
[15/Aug/2022 10:55:28] "GET /jhpy/qna/ HTTP/1.1" 200 6414
[15/Aug/2022 10:55:30] "GET /jhpy/qna/ HTTP/1.1" 200 6527
[15/Aug/2022 10:57:58] "GET /jhpy/qna/ HTTP/1.1" 200 6387
[15/Aug/2022 10:58:00] "GET / HTTP/1.1" 200 5974
[15/Aug/2022 10:58:01] "GET / HTTP/1.1" 200 6087
[15/Aug/2022 10:59:49] "GET /jhpy/qna/ HTTP/1.1" 200 6387
[15/Aug/2022 10:59:50] "GET / HTTP/1.1" 200 5974
[15/Aug/2022 11:04:31] "GET /download/ HTTP/1.1" 200 3221
[15/Aug/2022 11:04:31] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
[15/Aug/2022 11:04:31] "GET /static/style.css HTTP/1.1" 200 0
[15/Aug/2022 11:04:32] "GET / HTTP/1.1" 200 5974
[15/Aug/2022 11:04:34] "GET /download/ HTTP/1.1" 200 3334
[15/Aug/2022 11:04:36] "GET / HTTP/1.1" 200 6087
[15/Aug/2022 11:04:38] "GET /download/ HTTP/1.1" 200 3221
[15/Aug/2022 11:04:41] "GET /media/media/LogoMakerCa-1660396734100.png HTTP/1.1" 200 2845219
[15/Aug/2022 11:05:39] "GET / HTTP/1.1" 200 5974
[15/Aug/2022 11:05:53] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 11:05:54] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 11:05:54] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 11:06:02] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 11:06:04] "GET /static/bootstrap.min.js.map HTTP/1.1" 404 1798
[15/Aug/2022 11:06:05] "GET /static/bootstrap.min.css.map HTTP/1.1" 404 1801
[15/Aug/2022 11:06:21] "GET /jhpy/qna/ HTTP/1.1" 200 6387
[15/Aug/2022 11:06:22] "GET /jhpy/qna/ HTTP/1.1" 200 6500
[15/Aug/2022 11:06:23] "GET /download/ HTTP/1.1" 200 3221
[15/Aug/2022 11:06:24] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 11:07:03] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 11:10:07] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 11:15:14] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 13:46:08] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 13:46:09] "GET /static/bootstrap.min.js HTTP/1.1" 200 59219
[15/Aug/2022 13:46:09] "GET /static/style.css HTTP/1.1" 200 0
[15/Aug/2022 13:46:10] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
Not Found: /favicon.ico
[15/Aug/2022 13:46:10] "GET /favicon.ico HTTP/1.1" 404 2822
[15/Aug/2022 14:08:44] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 14:08:44] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
[15/Aug/2022 14:08:44] "GET /static/style.css HTTP/1.1" 200 0
[15/Aug/2022 14:08:44] "GET /static/bootstrap.min.js HTTP/1.1" 200 59219
Not Found: /favicon.ico
[15/Aug/2022 14:08:44] "GET /favicon.ico HTTP/1.1" 404 2822
[15/Aug/2022 14:08:46] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 14:17:22] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 14:24:43] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 14:31:56] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 14:37:35] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 14:46:23] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 15:14:35] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 15:14:41] "GET /jhpy/qna/ HTTP/1.1" 200 6500
[15/Aug/2022 15:14:41] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
[15/Aug/2022 15:14:41] "GET /static/style.css HTTP/1.1" 200 0
[15/Aug/2022 15:14:42] "GET /jhpy/qna/ HTTP/1.1" 200 6500
[15/Aug/2022 15:14:43] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 15:21:40] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 15:33:02] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 15:33:05] "GET /jhpy/qna/ HTTP/1.1" 200 6500
[15/Aug/2022 15:33:06] "GET /static/style.css HTTP/1.1" 200 0
[15/Aug/2022 15:33:08] "GET /jhpy/qna/ HTTP/1.1" 200 6500
[15/Aug/2022 15:33:10] "GET /download/ HTTP/1.1" 200 3334
[15/Aug/2022 15:33:11] "GET /download/ HTTP/1.1" 200 3334
[15/Aug/2022 15:33:30] "GET /jhpy/qna/ HTTP/1.1" 200 6500
[15/Aug/2022 15:33:32] "GET / HTTP/1.1" 200 6166
[15/Aug/2022 15:33:34] "GET /jhpy/qna/ HTTP/1.1" 200 6500
[15/Aug/2022 15:34:23] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 15:34:24] "GET /static/style.css HTTP/1.1" 200 0
[15/Aug/2022 15:34:24] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
[15/Aug/2022 15:34:24] "GET /static/bootstrap.min.js HTTP/1.1" 200 59219
Not Found: /favicon.ico
[15/Aug/2022 15:34:25] "GET /favicon.ico HTTP/1.1" 404 2822
[15/Aug/2022 15:34:34] "GET /jhpy/qna/ HTTP/1.1" 200 6387
[15/Aug/2022 15:34:37] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 15:40:30] "GET / HTTP/1.1" 200 6053
[15/Aug/2022 15:40:31] "GET /static/bootstrap.min.css HTTP/1.1" 200 163873
[15/Aug/2022 15:40:31] "GET /static/style.css HTTP/1.1" 200 0
[15/Aug/2022 15:40:31] "GET /static/bootstrap.min.js HTTP/1.1" 200 59219
Not Found: /favicon.ico
[15/Aug/2022 15:40:32] "GET /favicon.ico HTTP/1.1" 404 2822
